anomaly_type,affected_channel,start_index,duration_steps,start_timestamp,end_timestamp,magnitude,severity,clipped,anomaly_id,station_id,source_split,injection_index,local_slice_start_index,missing_channel
temperature_drift,temperature_c,164,22,2025-01-12T10:00:00+00:00,2025-01-12T13:30:00+00:00,0.43124887915648225,0.7333333333333333,False,ATHER-FRW-0436-temperature_drift-000,ATHER-FRW-0436,test,0,164,
temperature_drift,temperature_c,164,21,2025-01-10T16:20:00+00:00,2025-01-10T19:40:00+00:00,0.4617620236857303,0.7,False,ATHER-FRW-0436-temperature_drift-001,ATHER-FRW-0436,test,1,164,
temperature_drift,temperature_c,164,28,2025-01-10T03:10:00+00:00,2025-01-10T07:40:00+00:00,0.44084798691159893,0.9333333333333333,False,ATHER-FRW-0436-temperature_drift-002,ATHER-FRW-0436,test,2,164,
temperature_drift,temperature_c,164,26,2025-01-09T17:40:00+00:00,2025-01-09T21:50:00+00:00,0.32676110298555566,0.8666666666666667,False,ATHER-FRW-0436-temperature_drift-003,ATHER-FRW-0436,test,3,164,
temperature_drift,temperature_c,164,23,2025-01-09T14:00:00+00:00,2025-01-09T17:40:00+00:00,0.42456928827961815,0.7666666666666667,False,ATHER-FRW-0436-temperature_drift-004,ATHER-FRW-0436,test,4,164,
temperature_drift,temperature_c,164,20,2025-01-07T04:30:00+00:00,2025-01-07T07:40:00+00:00,0.4531445308123856,0.6666666666666666,False,ATHER-FRW-0436-temperature_drift-005,ATHER-FRW-0436,test,5,164,
temperature_drift,temperature_c,164,20,2025-01-12T00:10:00+00:00,2025-01-12T03:20:00+00:00,0.43304434395617536,0.6666666666666666,False,ATHER-FRW-0436-temperature_drift-006,ATHER-FRW-0436,test,6,164,
temperature_drift,temperature_c,164,22,2025-01-10T02:40:00+00:00,2025-01-10T06:10:00+00:00,0.3783369342634498,0.7333333333333333,False,ATHER-FRW-0436-temperature_drift-007,ATHER-FRW-0436,test,7,164,
temperature_drift,temperature_c,164,27,2025-01-08T19:40:00+00:00,2025-01-09T00:00:00+00:00,0.47808274855717436,0.9,False,ATHER-FRW-0436-temperature_drift-008,ATHER-FRW-0436,test,8,164,
temperature_drift,temperature_c,164,22,2025-01-10T21:10:00+00:00,2025-01-11T00:40:00+00:00,0.3583246228796266,0.7333333333333333,False,ATHER-FRW-0436-temperature_drift-009,ATHER-FRW-0436,test,9,164,
pressure_offset,pressure_hpa,164,34,2025-01-10T06:00:00+00:00,2025-01-10T11:30:00+00:00,7.423386792428833,0.7423386792428832,False,ATHER-FRW-0436-pressure_offset-000,ATHER-FRW-0436,test,0,164,
pressure_offset,pressure_hpa,164,32,2025-01-09T09:40:00+00:00,2025-01-09T14:50:00+00:00,-7.983483904291752,0.7983483904291753,False,ATHER-FRW-0436-pressure_offset-001,ATHER-FRW-0436,test,1,164,
pressure_offset,pressure_hpa,164,59,2025-01-07T20:10:00+00:00,2025-01-08T05:50:00+00:00,7.417266725530825,0.7417266725530826,False,ATHER-FRW-0436-pressure_offset-002,ATHER-FRW-0436,test,2,164,
pressure_offset,pressure_hpa,164,44,2025-01-11T04:50:00+00:00,2025-01-11T12:00:00+00:00,-9.823966813454971,0.9823966813454972,False,ATHER-FRW-0436-pressure_offset-003,ATHER-FRW-0436,test,3,164,
pressure_offset,pressure_hpa,164,41,2025-01-10T19:10:00+00:00,2025-01-11T01:50:00+00:00,4.434644994685015,0.44346449946850147,False,ATHER-FRW-0436-pressure_offset-004,ATHER-FRW-0436,test,4,164,
pressure_offset,pressure_hpa,164,50,2025-01-07T10:10:00+00:00,2025-01-07T18:20:00+00:00,-5.654431756979392,0.5654431756979392,False,ATHER-FRW-0436-pressure_offset-005,ATHER-FRW-0436,test,5,164,
pressure_offset,pressure_hpa,164,52,2025-01-08T19:40:00+00:00,2025-01-09T04:10:00+00:00,6.653924461227353,0.6653924461227353,False,ATHER-FRW-0436-pressure_offset-006,ATHER-FRW-0436,test,6,164,
pressure_offset,pressure_hpa,164,45,2025-01-07T20:40:00+00:00,2025-01-08T04:00:00+00:00,4.989453025034619,0.4989453025034619,False,ATHER-FRW-0436-pressure_offset-007,ATHER-FRW-0436,test,7,164,
pressure_offset,pressure_hpa,164,49,2025-01-07T22:30:00+00:00,2025-01-08T06:30:00+00:00,4.783606305597548,0.4783606305597548,False,ATHER-FRW-0436-pressure_offset-008,ATHER-FRW-0436,test,8,164,
pressure_offset,pressure_hpa,164,54,2025-01-08T14:00:00+00:00,2025-01-08T22:50:00+00:00,3.5582892795200234,0.3558289279520023,False,ATHER-FRW-0436-pressure_offset-009,ATHER-FRW-0436,test,9,164,
humidity_offset,relative_humidity_pct,164,33,2025-01-10T10:40:00+00:00,2025-01-10T16:00:00+00:00,12.096779823492511,0.48387119293970043,False,ATHER-FRW-0436-humidity_offset-000,ATHER-FRW-0436,test,0,164,
humidity_offset,relative_humidity_pct,164,44,2025-01-08T09:50:00+00:00,2025-01-08T17:00:00+00:00,16.129357410007618,0.6451742964003047,False,ATHER-FRW-0436-humidity_offset-001,ATHER-FRW-0436,test,1,164,
humidity_offset,relative_humidity_pct,164,58,2025-01-08T10:40:00+00:00,2025-01-08T20:10:00+00:00,-14.920833257553479,0.5968333303021391,False,ATHER-FRW-0436-humidity_offset-002,ATHER-FRW-0436,test,2,164,
humidity_offset,relative_humidity_pct,164,47,2025-01-11T12:40:00+00:00,2025-01-11T20:20:00+00:00,-23.33324337243257,0.9333297348973028,False,ATHER-FRW-0436-humidity_offset-003,ATHER-FRW-0436,test,3,164,
humidity_offset,relative_humidity_pct,164,50,2025-01-11T09:00:00+00:00,2025-01-11T17:10:00+00:00,13.198339966600233,0.5279335986640094,False,ATHER-FRW-0436-humidity_offset-004,ATHER-FRW-0436,test,4,164,
humidity_offset,relative_humidity_pct,164,57,2025-01-08T13:40:00+00:00,2025-01-08T23:00:00+00:00,-16.000033322117353,0.6400013328846942,False,ATHER-FRW-0436-humidity_offset-005,ATHER-FRW-0436,test,5,164,
humidity_offset,relative_humidity_pct,163,41,2025-01-07T03:10:00+00:00,2025-01-07T09:50:00+00:00,-14.680052545614753,0.5872021018245901,False,ATHER-FRW-0436-humidity_offset-006,ATHER-FRW-0436,test,6,163,
humidity_offset,relative_humidity_pct,164,40,2025-01-09T10:40:00+00:00,2025-01-09T17:10:00+00:00,10.482243722448791,0.4192897488979516,False,ATHER-FRW-0436-humidity_offset-007,ATHER-FRW-0436,test,7,164,
humidity_offset,relative_humidity_pct,164,36,2025-01-09T17:30:00+00:00,2025-01-09T23:20:00+00:00,16.81663932347781,0.6726655729391123,False,ATHER-FRW-0436-humidity_offset-008,ATHER-FRW-0436,test,8,164,
humidity_offset,relative_humidity_pct,164,56,2025-01-10T07:40:00+00:00,2025-01-10T16:50:00+00:00,10.08221852405692,0.4032887409622768,False,ATHER-FRW-0436-humidity_offset-009,ATHER-FRW-0436,test,9,164,
noise_burst,relative_humidity_pct,164,3,2025-01-09T04:20:00+00:00,2025-01-09T04:40:00+00:00,9.4984839761031,0.94984839761031,False,ATHER-FRW-0436-noise_burst-000,ATHER-FRW-0436,test,0,164,
noise_burst,temperature_c,164,1,2025-01-09T03:50:00+00:00,2025-01-09T03:50:00+00:00,7.829922150509232,0.7829922150509232,False,ATHER-FRW-0436-noise_burst-001,ATHER-FRW-0436,test,1,164,
noise_burst,relative_humidity_pct,164,1,2025-01-11T14:40:00+00:00,2025-01-11T14:40:00+00:00,5.304785413595231,0.5304785413595231,False,ATHER-FRW-0436-noise_burst-002,ATHER-FRW-0436,test,2,164,
noise_burst,pressure_hpa,164,3,2025-01-10T15:00:00+00:00,2025-01-10T15:20:00+00:00,7.991889919323051,0.7991889919323051,False,ATHER-FRW-0436-noise_burst-003,ATHER-FRW-0436,test,3,164,
noise_burst,relative_humidity_pct,164,3,2025-01-12T16:10:00+00:00,2025-01-12T16:30:00+00:00,6.433590052779364,0.6433590052779363,False,ATHER-FRW-0436-noise_burst-004,ATHER-FRW-0436,test,4,164,
noise_burst,temperature_c,164,3,2025-01-09T04:50:00+00:00,2025-01-09T05:10:00+00:00,6.5455900438323065,0.6545590043832307,False,ATHER-FRW-0436-noise_burst-005,ATHER-FRW-0436,test,5,164,
noise_burst,relative_humidity_pct,164,1,2025-01-12T08:20:00+00:00,2025-01-12T08:20:00+00:00,9.331732297973087,0.9331732297973087,False,ATHER-FRW-0436-noise_burst-006,ATHER-FRW-0436,test,6,164,
noise_burst,temperature_c,164,2,2025-01-08T16:20:00+00:00,2025-01-08T16:30:00+00:00,5.939566647486474,0.5939566647486474,False,ATHER-FRW-0436-noise_burst-007,ATHER-FRW-0436,test,7,164,
noise_burst,relative_humidity_pct,164,1,2025-01-08T17:20:00+00:00,2025-01-08T17:20:00+00:00,6.269891700532976,0.6269891700532976,False,ATHER-FRW-0436-noise_burst-008,ATHER-FRW-0436,test,8,164,
noise_burst,pressure_hpa,164,3,2025-01-10T17:40:00+00:00,2025-01-10T18:00:00+00:00,8.314213929277837,0.8314213929277837,False,ATHER-FRW-0436-noise_burst-009,ATHER-FRW-0436,test,9,164,
missing_observation,relative_humidity_pct,164,6,2025-01-09T16:50:00+00:00,2025-01-09T17:40:00+00:00,,1.0,False,ATHER-FRW-0436-missing_observation-000,ATHER-FRW-0436,test,0,164,relative_humidity_pct
missing_observation,relative_humidity_pct,164,2,2025-01-12T16:20:00+00:00,2025-01-12T16:30:00+00:00,,1.0,False,ATHER-FRW-0436-missing_observation-001,ATHER-FRW-0436,test,1,164,relative_humidity_pct
missing_observation,relative_humidity_pct,164,1,2025-01-11T22:10:00+00:00,2025-01-11T22:10:00+00:00,,1.0,False,ATHER-FRW-0436-missing_observation-002,ATHER-FRW-0436,test,2,164,relative_humidity_pct
missing_observation,pressure_hpa,164,3,2025-01-07T14:20:00+00:00,2025-01-07T14:40:00+00:00,,1.0,False,ATHER-FRW-0436-missing_observation-003,ATHER-FRW-0436,test,3,164,pressure_hpa
missing_observation,temperature_c,151,4,2025-01-07T01:10:00+00:00,2025-01-07T01:40:00+00:00,,1.0,False,ATHER-FRW-0436-missing_observation-004,ATHER-FRW-0436,test,4,151,temperature_c
missing_observation,pressure_hpa,164,6,2025-01-10T13:20:00+00:00,2025-01-10T14:10:00+00:00,,1.0,False,ATHER-FRW-0436-missing_observation-005,ATHER-FRW-0436,test,5,164,pressure_hpa
missing_observation,relative_humidity_pct,164,3,2025-01-07T14:50:00+00:00,2025-01-07T15:10:00+00:00,,1.0,False,ATHER-FRW-0436-missing_observation-006,ATHER-FRW-0436,test,6,164,relative_humidity_pct
missing_observation,temperature_c,164,5,2025-01-11T19:00:00+00:00,2025-01-11T19:40:00+00:00,,1.0,False,ATHER-FRW-0436-missing_observation-007,ATHER-FRW-0436,test,7,164,temperature_c
missing_observation,relative_humidity_pct,164,3,2025-01-10T08:50:00+00:00,2025-01-10T09:10:00+00:00,,1.0,False,ATHER-FRW-0436-missing_observation-008,ATHER-FRW-0436,test,8,164,relative_humidity_pct
missing_observation,pressure_hpa,164,1,2025-01-08T00:50:00+00:00,2025-01-08T00:50:00+00:00,,1.0,False,ATHER-FRW-0436-missing_observation-009,ATHER-FRW-0436,test,9,164,pressure_hpa
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,4,2025-01-10T05:20:00+00:00,2025-01-10T05:50:00+00:00,0.0,1.0,False,ATHER-FRW-0436-stale_packet-000,ATHER-FRW-0436,test,0,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,4,2025-01-11T19:20:00+00:00,2025-01-11T19:50:00+00:00,0.0,1.0,False,ATHER-FRW-0436-stale_packet-001,ATHER-FRW-0436,test,1,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,3,2025-01-10T08:20:00+00:00,2025-01-10T08:40:00+00:00,0.0,1.0,False,ATHER-FRW-0436-stale_packet-002,ATHER-FRW-0436,test,2,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,7,2025-01-11T10:50:00+00:00,2025-01-11T11:50:00+00:00,0.0,1.0,False,ATHER-FRW-0436-stale_packet-003,ATHER-FRW-0436,test,3,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,4,2025-01-08T20:40:00+00:00,2025-01-08T21:10:00+00:00,0.0,1.0,False,ATHER-FRW-0436-stale_packet-004,ATHER-FRW-0436,test,4,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,4,2025-01-11T04:00:00+00:00,2025-01-11T04:30:00+00:00,0.0,1.0,False,ATHER-FRW-0436-stale_packet-005,ATHER-FRW-0436,test,5,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,4,2025-01-09T17:50:00+00:00,2025-01-09T18:20:00+00:00,0.0,1.0,False,ATHER-FRW-0436-stale_packet-006,ATHER-FRW-0436,test,6,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,8,2025-01-10T05:00:00+00:00,2025-01-10T06:10:00+00:00,0.0,1.0,False,ATHER-FRW-0436-stale_packet-007,ATHER-FRW-0436,test,7,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,3,2025-01-10T10:30:00+00:00,2025-01-10T10:50:00+00:00,0.0,1.0,False,ATHER-FRW-0436-stale_packet-008,ATHER-FRW-0436,test,8,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,5,2025-01-09T20:40:00+00:00,2025-01-09T21:20:00+00:00,0.0,1.0,False,ATHER-FRW-0436-stale_packet-009,ATHER-FRW-0436,test,9,164,
temperature_spike,temperature_c,164,1,2025-01-08T20:00:00+00:00,2025-01-08T20:00:00+00:00,9.994846858727824,0.6663231239151882,False,ATHER-FRW-0443-temperature_spike-000,ATHER-FRW-0443,test,0,164,
temperature_spike,temperature_c,164,1,2025-01-07T04:40:00+00:00,2025-01-07T04:40:00+00:00,11.902261713663584,0.7934841142442389,False,ATHER-FRW-0443-temperature_spike-001,ATHER-FRW-0443,test,1,164,
temperature_spike,temperature_c,164,1,2025-01-10T18:00:00+00:00,2025-01-10T18:00:00+00:00,8.758248438260669,0.5838832292173779,False,ATHER-FRW-0443-temperature_spike-002,ATHER-FRW-0443,test,2,164,
temperature_spike,temperature_c,164,1,2025-01-07T08:40:00+00:00,2025-01-07T08:40:00+00:00,12.23264380554368,0.8155095870362453,False,ATHER-FRW-0443-temperature_spike-003,ATHER-FRW-0443,test,3,164,
temperature_spike,temperature_c,164,1,2025-01-09T15:30:00+00:00,2025-01-09T15:30:00+00:00,9.502170350258982,0.6334780233505988,False,ATHER-FRW-0443-temperature_spike-004,ATHER-FRW-0443,test,4,164,
temperature_spike,temperature_c,164,1,2025-01-10T13:50:00+00:00,2025-01-10T13:50:00+00:00,14.903451953592686,0.9935634635728458,False,ATHER-FRW-0443-temperature_spike-005,ATHER-FRW-0443,test,5,164,
temperature_spike,temperature_c,164,1,2025-01-09T06:40:00+00:00,2025-01-09T06:40:00+00:00,9.807142308095868,0.6538094872063912,False,ATHER-FRW-0443-temperature_spike-006,ATHER-FRW-0443,test,6,164,
temperature_spike,temperature_c,155,1,2025-01-07T01:50:00+00:00,2025-01-07T01:50:00+00:00,10.02810944384893,0.6685406295899287,False,ATHER-FRW-0443-temperature_spike-007,ATHER-FRW-0443,test,7,155,
temperature_spike,temperature_c,164,1,2025-01-11T07:00:00+00:00,2025-01-11T07:00:00+00:00,9.63223567011614,0.6421490446744094,False,ATHER-FRW-0443-temperature_spike-008,ATHER-FRW-0443,test,8,164,
temperature_spike,temperature_c,164,1,2025-01-08T10:10:00+00:00,2025-01-08T10:10:00+00:00,13.28507177001357,0.885671451334238,False,ATHER-FRW-0443-temperature_spike-009,ATHER-FRW-0443,test,9,164,
temperature_drop,temperature_c,164,1,2025-01-11T16:40:00+00:00,2025-01-11T16:40:00+00:00,-9.56324670167667,0.637549780111778,False,ATHER-FRW-0443-temperature_drop-000,ATHER-FRW-0443,test,0,164,
temperature_drop,temperature_c,164,1,2025-01-11T06:20:00+00:00,2025-01-11T06:20:00+00:00,-8.66307370195162,0.5775382467967746,False,ATHER-FRW-0443-temperature_drop-001,ATHER-FRW-0443,test,1,164,
temperature_drop,temperature_c,164,1,2025-01-08T04:00:00+00:00,2025-01-08T04:00:00+00:00,-9.07682839116989,0.6051218927446593,False,ATHER-FRW-0443-temperature_drop-002,ATHER-FRW-0443,test,2,164,
temperature_drop,temperature_c,164,1,2025-01-09T07:10:00+00:00,2025-01-09T07:10:00+00:00,-11.215288337015068,0.7476858891343379,False,ATHER-FRW-0443-temperature_drop-003,ATHER-FRW-0443,test,3,164,
temperature_drop,temperature_c,164,1,2025-01-09T01:50:00+00:00,2025-01-09T01:50:00+00:00,-10.448794746979072,0.6965863164652715,False,ATHER-FRW-0443-temperature_drop-004,ATHER-FRW-0443,test,4,164,
temperature_drop,temperature_c,164,1,2025-01-11T03:00:00+00:00,2025-01-11T03:00:00+00:00,-14.231439394132211,0.9487626262754808,False,ATHER-FRW-0443-temperature_drop-005,ATHER-FRW-0443,test,5,164,
temperature_drop,temperature_c,164,1,2025-01-10T07:40:00+00:00,2025-01-10T07:40:00+00:00,-10.435937045902085,0.6957291363934723,False,ATHER-FRW-0443-temperature_drop-006,ATHER-FRW-0443,test,6,164,
temperature_drop,temperature_c,164,1,2025-01-08T10:10:00+00:00,2025-01-08T10:10:00+00:00,-12.87115760568772,0.8580771737125147,False,ATHER-FRW-0443-temperature_drop-007,ATHER-FRW-0443,test,7,164,
temperature_drop,temperature_c,164,1,2025-01-08T18:50:00+00:00,2025-01-08T18:50:00+00:00,-12.602182415890608,0.8401454943927072,False,ATHER-FRW-0443-temperature_drop-008,ATHER-FRW-0443,test,8,164,
temperature_drop,temperature_c,164,1,2025-01-10T17:00:00+00:00,2025-01-10T17:00:00+00:00,-12.273059233991114,0.818203948932741,False,ATHER-FRW-0443-temperature_drop-009,ATHER-FRW-0443,test,9,164,
frozen_temperature,temperature_c,164,21,2025-01-08T10:40:00+00:00,2025-01-08T14:00:00+00:00,26.467,0.875,False,ATHER-FRW-0443-frozen_temperature-000,ATHER-FRW-0443,test,0,164,
frozen_temperature,temperature_c,164,17,2025-01-08T05:40:00+00:00,2025-01-08T08:20:00+00:00,19.693,0.7083333333333334,False,ATHER-FRW-0443-frozen_temperature-001,ATHER-FRW-0443,test,1,164,
frozen_temperature,temperature_c,163,16,2025-01-07T03:10:00+00:00,2025-01-07T05:40:00+00:00,19.784,0.6666666666666666,False,ATHER-FRW-0443-frozen_temperature-002,ATHER-FRW-0443,test,2,163,
frozen_temperature,temperature_c,164,20,2025-01-12T12:50:00+00:00,2025-01-12T16:00:00+00:00,30.275,0.8333333333333334,False,ATHER-FRW-0443-frozen_temperature-003,ATHER-FRW-0443,test,3,164,
frozen_temperature,temperature_c,164,17,2025-01-10T23:50:00+00:00,2025-01-11T02:30:00+00:00,20.658,0.7083333333333334,False,ATHER-FRW-0443-frozen_temperature-004,ATHER-FRW-0443,test,4,164,
frozen_temperature,temperature_c,164,13,2025-01-08T11:40:00+00:00,2025-01-08T13:40:00+00:00,28.864,0.5416666666666666,False,ATHER-FRW-0443-frozen_temperature-005,ATHER-FRW-0443,test,5,164,
frozen_temperature,temperature_c,164,15,2025-01-10T08:30:00+00:00,2025-01-10T10:50:00+00:00,24.475,0.625,False,ATHER-FRW-0443-frozen_temperature-006,ATHER-FRW-0443,test,6,164,
frozen_temperature,temperature_c,164,17,2025-01-09T04:10:00+00:00,2025-01-09T06:50:00+00:00,18.987,0.7083333333333334,False,ATHER-FRW-0443-frozen_temperature-007,ATHER-FRW-0443,test,7,164,
frozen_temperature,temperature_c,164,24,2025-01-08T14:30:00+00:00,2025-01-08T18:20:00+00:00,29.588,1.0,False,ATHER-FRW-0443-frozen_temperature-008,ATHER-FRW-0443,test,8,164,
frozen_temperature,temperature_c,145,24,2025-01-07T00:10:00+00:00,2025-01-07T04:00:00+00:00,20.882,1.0,False,ATHER-FRW-0443-frozen_temperature-009,ATHER-FRW-0443,test,9,145,
frozen_humidity,relative_humidity_pct,164,24,2025-01-07T17:40:00+00:00,2025-01-07T21:30:00+00:00,34.566,1.0,False,ATHER-FRW-0443-frozen_humidity-000,ATHER-FRW-0443,test,0,164,
frozen_humidity,relative_humidity_pct,164,19,2025-01-07T13:50:00+00:00,2025-01-07T16:50:00+00:00,26.687,0.7916666666666666,False,ATHER-FRW-0443-frozen_humidity-001,ATHER-FRW-0443,test,1,164,
frozen_humidity,relative_humidity_pct,164,23,2025-01-12T13:30:00+00:00,2025-01-12T17:10:00+00:00,29.405,0.9583333333333334,False,ATHER-FRW-0443-frozen_humidity-002,ATHER-FRW-0443,test,2,164,
frozen_humidity,relative_humidity_pct,164,17,2025-01-11T09:30:00+00:00,2025-01-11T12:10:00+00:00,45.095,0.7083333333333334,False,ATHER-FRW-0443-frozen_humidity-003,ATHER-FRW-0443,test,3,164,
frozen_humidity,relative_humidity_pct,164,13,2025-01-08T22:50:00+00:00,2025-01-09T00:50:00+00:00,55.21,0.5416666666666666,False,ATHER-FRW-0443-frozen_humidity-004,ATHER-FRW-0443,test,4,164,
frozen_humidity,relative_humidity_pct,164,20,2025-01-08T23:50:00+00:00,2025-01-09T03:00:00+00:00,53.922,0.8333333333333334,False,ATHER-FRW-0443-frozen_humidity-005,ATHER-FRW-0443,test,5,164,
frozen_humidity,relative_humidity_pct,164,23,2025-01-11T10:30:00+00:00,2025-01-11T14:10:00+00:00,36.802,0.9583333333333334,False,ATHER-FRW-0443-frozen_humidity-006,ATHER-FRW-0443,test,6,164,
frozen_humidity,relative_humidity_pct,164,21,2025-01-11T01:00:00+00:00,2025-01-11T04:20:00+00:00,63.184,0.875,False,ATHER-FRW-0443-frozen_humidity-007,ATHER-FRW-0443,test,7,164,
frozen_humidity,relative_humidity_pct,164,18,2025-01-07T11:10:00+00:00,2025-01-07T14:00:00+00:00,36.028,0.75,False,ATHER-FRW-0443-frozen_humidity-008,ATHER-FRW-0443,test,8,164,
frozen_humidity,relative_humidity_pct,164,22,2025-01-10T10:20:00+00:00,2025-01-10T13:50:00+00:00,38.214,0.9166666666666666,False,ATHER-FRW-0443-frozen_humidity-009,ATHER-FRW-0443,test,9,164,
temperature_drift,temperature_c,164,26,2025-01-09T00:00:00+00:00,2025-01-09T04:10:00+00:00,0.35301258660821183,0.8666666666666667,False,ATHER-FRW-0443-temperature_drift-000,ATHER-FRW-0443,test,0,164,
temperature_drift,temperature_c,164,23,2025-01-07T12:50:00+00:00,2025-01-07T16:30:00+00:00,0.3214271066828641,0.7666666666666667,False,ATHER-FRW-0443-temperature_drift-001,ATHER-FRW-0443,test,1,164,
temperature_drift,temperature_c,164,25,2025-01-09T16:20:00+00:00,2025-01-09T20:20:00+00:00,0.45761456492026803,0.8333333333333334,False,ATHER-FRW-0443-temperature_drift-002,ATHER-FRW-0443,test,2,164,
temperature_drift,temperature_c,164,20,2025-01-07T12:20:00+00:00,2025-01-07T15:30:00+00:00,0.42198043919553124,0.6666666666666666,False,ATHER-FRW-0443-temperature_drift-003,ATHER-FRW-0443,test,3,164,
temperature_drift,temperature_c,164,21,2025-01-11T12:50:00+00:00,2025-01-11T16:10:00+00:00,0.3074010016898091,0.7,False,ATHER-FRW-0443-temperature_drift-004,ATHER-FRW-0443,test,4,164,
temperature_drift,temperature_c,164,26,2025-01-11T16:40:00+00:00,2025-01-11T20:50:00+00:00,0.3627757859708867,0.8666666666666667,False,ATHER-FRW-0443-temperature_drift-005,ATHER-FRW-0443,test,5,164,
temperature_drift,temperature_c,164,27,2025-01-12T02:50:00+00:00,2025-01-12T07:10:00+00:00,0.49987466226114907,0.9,False,ATHER-FRW-0443-temperature_drift-006,ATHER-FRW-0443,test,6,164,
temperature_drift,temperature_c,164,21,2025-01-10T22:00:00+00:00,2025-01-11T01:20:00+00:00,0.49397396272058586,0.7,False,ATHER-FRW-0443-temperature_drift-007,ATHER-FRW-0443,test,7,164,
temperature_drift,temperature_c,164,27,2025-01-11T10:30:00+00:00,2025-01-11T14:50:00+00:00,0.4867508738799024,0.9,False,ATHER-FRW-0443-temperature_drift-008,ATHER-FRW-0443,test,8,164,
temperature_drift,temperature_c,164,29,2025-01-07T07:50:00+00:00,2025-01-07T12:30:00+00:00,0.49686537375828915,0.9666666666666667,False,ATHER-FRW-0443-temperature_drift-009,ATHER-FRW-0443,test,9,164,
pressure_offset,pressure_hpa,164,58,2025-01-10T07:30:00+00:00,2025-01-10T17:00:00+00:00,-4.0124206500178285,0.40124206500178283,False,ATHER-FRW-0443-pressure_offset-000,ATHER-FRW-0443,test,0,164,
pressure_offset,pressure_hpa,164,39,2025-01-10T17:10:00+00:00,2025-01-10T23:30:00+00:00,-5.214285961916206,0.5214285961916205,False,ATHER-FRW-0443-pressure_offset-001,ATHER-FRW-0443,test,1,164,
pressure_offset,pressure_hpa,164,42,2025-01-10T22:10:00+00:00,2025-01-11T05:00:00+00:00,9.460237995719755,0.9460237995719755,False,ATHER-FRW-0443-pressure_offset-002,ATHER-FRW-0443,test,2,164,
pressure_offset,pressure_hpa,164,33,2025-01-11T20:00:00+00:00,2025-01-12T01:20:00+00:00,-6.063588592839839,0.6063588592839839,False,ATHER-FRW-0443-pressure_offset-003,ATHER-FRW-0443,test,3,164,
pressure_offset,pressure_hpa,164,32,2025-01-08T23:30:00+00:00,2025-01-09T04:40:00+00:00,-3.9941698526096863,0.39941698526096864,False,ATHER-FRW-0443-pressure_offset-004,ATHER-FRW-0443,test,4,164,
pressure_offset,pressure_hpa,164,45,2025-01-10T05:20:00+00:00,2025-01-10T12:40:00+00:00,-7.5284912444135115,0.7528491244413511,False,ATHER-FRW-0443-pressure_offset-005,ATHER-FRW-0443,test,5,164,
pressure_offset,pressure_hpa,164,33,2025-01-11T21:50:00+00:00,2025-01-12T03:10:00+00:00,-3.061946670990083,0.3061946670990083,False,ATHER-FRW-0443-pressure_offset-006,ATHER-FRW-0443,test,6,164,
pressure_offset,pressure_hpa,164,31,2025-01-09T02:50:00+00:00,2025-01-09T07:50:00+00:00,5.0116629505274215,0.5011662950527421,False,ATHER-FRW-0443-pressure_offset-007,ATHER-FRW-0443,test,7,164,
pressure_offset,pressure_hpa,164,57,2025-01-11T21:50:00+00:00,2025-01-12T07:10:00+00:00,9.74217940410642,0.9742179404106419,False,ATHER-FRW-0443-pressure_offset-008,ATHER-FRW-0443,test,8,164,
pressure_offset,pressure_hpa,164,44,2025-01-10T06:10:00+00:00,2025-01-10T13:20:00+00:00,4.083736786823577,0.4083736786823577,False,ATHER-FRW-0443-pressure_offset-009,ATHER-FRW-0443,test,9,164,
humidity_offset,relative_humidity_pct,164,30,2025-01-07T12:00:00+00:00,2025-01-07T16:50:00+00:00,-19.96582804232439,0.7986331216929756,False,ATHER-FRW-0443-humidity_offset-000,ATHER-FRW-0443,test,0,164,
humidity_offset,relative_humidity_pct,164,40,2025-01-08T06:40:00+00:00,2025-01-08T13:10:00+00:00,14.566121762179376,0.5826448704871751,False,ATHER-FRW-0443-humidity_offset-001,ATHER-FRW-0443,test,1,164,
humidity_offset,relative_humidity_pct,164,43,2025-01-08T13:20:00+00:00,2025-01-08T20:20:00+00:00,-14.424282118419827,0.576971284736793,False,ATHER-FRW-0443-humidity_offset-002,ATHER-FRW-0443,test,2,164,
humidity_offset,relative_humidity_pct,164,39,2025-01-07T12:00:00+00:00,2025-01-07T18:20:00+00:00,18.1578744190013,0.726314976760052,False,ATHER-FRW-0443-humidity_offset-003,ATHER-FRW-0443,test,3,164,
humidity_offset,relative_humidity_pct,164,39,2025-01-12T03:20:00+00:00,2025-01-12T09:40:00+00:00,-17.417599587832857,0.6967039835133143,False,ATHER-FRW-0443-humidity_offset-004,ATHER-FRW-0443,test,4,164,
